Tag,TextLength,Punctuation,NegativeKeywordRatio,PositiveClassCount,RelativeTagDepth,SimilarAncestorRatio,TextToTagRatio,PreviousClassification,Position,AncestorTags,Output
figcaption,31,0,0,1,2,0.625,2.384615,False,0.02790149,65808,False
p,52,3,0,1,-2,0.625,4.727273,False,0.02795796,65560,True
a,25,0,0,1,1,0.8571429,2.083333,True,0.0281053,65560,True
p,194,2,0,1,-1,0.8571429,17.63636,True,0.02812903,65560,True
p,49,0,0,1,0,1,4.454545,True,0.02830256,65560,True
a,4,0,0,1,1,0.8571429,0.3333333,True,0.02840324,65560,True
p,63,4,0,1,-1,0.8571429,5.727273,True,0.02840978,65560,True
a,23,0,0,1,1,0.8571429,1.916667,True,0.02854893,65560,True
p,350,4,0,1,-1,0.8571429,31.81818,True,0.02857103,65560,True
p,253,3,0,1,0,1,23,True,0.02887224,65560,True
a,30,0,0,1,1,0.8571429,2.5,True,0.02913253,65560,True
p,13,1,0,1,-1,0.8571429,1.181818,True,0.02916445,65560,True
a,5,0,0,1,1,0.8571429,0.4166667,True,0.02925449,65560,True
p,291,4,0,1,-1,0.8571429,26.45455,True,0.02926186,65560,True
p,141,1,0,1,0,1,12.81818,True,0.02951068,65560,True
a,9,0,0,1,1,0.8571429,0.75,True,0.02968257,65560,True
p,242,4,0,1,-1,0.8571429,22,True,0.02969321,65560,True
p,75,2,0,1,0,1,6.818182,True,0.02989784,65560,True
strong,20,0,0,1,2,0.5555556,1.538462,True,0.02997888,66064,True
li,146,2,0,1,-1,0.875,12.16667,True,0.03000261,65552,True
strong,19,0,0,1,1,0.875,1.461538,True,0.03013849,66064,True
li,108,1,0,1,-1,0.875,9,True,0.0301614,65552,True
strong,15,0,0,1,1,0.875,1.153846,True,0.03026617,66064,True
li,86,2,0,1,-1,0.875,7.166667,True,0.03028582,65552,True
strong,13,0,0,1,1,0.875,1,True,0.03037258,66064,True
li,43,1,0,1,-1,0.875,3.583333,True,0.03039059,65552,True
strong,11,0,0,1,1,0.875,0.8461539,True,0.03044215,66064,True
li,126,2,0,1,-1,0.875,10.5,True,0.03045852,65552,True
p,143,3,0,1,-1,0.625,13,True,0.03057475,65560,True
a,28,0,0,1,1,0.8571429,2.333333,True,0.03080639,65560,True
p,237,4,0,1,-1,0.8571429,21.54545,True,0.03083258,65560,True
p,126,3,0,1,0,1,11.45455,True,0.0310454,65560,True
strong,29,0,0,1,1,0.8571429,2.416667,True,0.03116163,66072,True
strong,83,2,0,1,0,1,6.916667,True,0.03119027,66072,True
p,376,6,0,1,-1,0.8571429,34.18182,True,0.03127212,65560,True
p,635,12,0,1,0,1,57.72727,True,0.03158643,65560,True
p,429,8,0,1,0,1,39,True,0.03211683,65560,True
a,4,0,0,1,1,0.8571429,0.3333333,True,0.03253346,65560,True
p,67,4,0,1,-1,0.8571429,6.090909,True,0.03254,65560,True
strong,28,0,0,1,1,0.8571429,2.333333,True,0.03278883,66072,True
strong,32,1,0,1,0,1,2.666667,True,0.03281666,66072,True
p,546,9,0,1,-1,0.8571429,49.63636,True,0.03285677,65560,True
p,91,1,0,1,0,1,8.272727,True,0.03331022,65560,True
a,14,0,0,1,1,0.8571429,1.166667,True,0.03347147,65560,True
p,106,2,0,1,-1,0.8571429,9.636364,True,0.03348621,65560,True
a,30,0,0,1,1,0.8571429,2.5,True,0.03365728,65560,True
p,72,1,0,1,-1,0.8571429,6.545455,True,0.0336851,65560,True
p,28,0,0,1,0,1,2.545455,True,0.03375468,65560,True
a,25,0,0,1,1,0.8571429,2.083333,True,0.0338308,65560,True
p,248,3,0,1,-1,0.8571429,22.54545,True,0.03385454,65560,True
strong,12,0,0,1,2,0.5555556,0.9230769,True,0.03408127,66064,True
li,76,0,0,1,-1,0.875,6.333333,True,0.03410254,65552,True
strong,12,0,0,1,1,0.875,0.9230769,True,0.03418112,66064,True
li,78,0,0,1,-1,0.875,6.5,True,0.0342024,65552,True
strong,19,0,0,1,1,0.875,1.461538,True,0.03428262,66064,True
li,132,0,0,1,-1,0.875,11,True,0.03430963,65552,True
strong,25,0,0,1,1,0.875,1.923077,True,0.03443404,66064,True
li,107,0,0,1,-1,0.875,8.916667,True,0.03446596,65552,True
p,228,4,0,1,-1,0.625,20.72727,True,0.03456664,65560,True
strong,24,0,0,1,1,0.8571429,2,True,0.03476636,66072,True
strong,66,2,0,1,0,1,5.5,True,0.03479091,66072,True
p,209,2,0,1,-1,0.8571429,19,True,0.03485885,65560,True
p,353,6,0,1,0,1,32.09091,True,0.03503647,65560,True
p,248,3,0,1,0,1,22.54545,True,0.03533195,65560,True
strong,22,0,0,1,1,0.8571429,1.833333,True,0.03554804,66072,True
strong,56,1,0,1,0,1,4.666667,True,0.03557096,66072,True
p,149,2,0,1,-1,0.8571429,13.54545,True,0.03563071,65560,True
a,24,0,0,1,1,0.8571429,2,True,0.03583861,65560,True
p,11,1,0,1,-1,0.8571429,1,True,0.03586153,65560,True
a,5,0,0,1,1,0.8571429,0.4166667,True,0.03593438,65560,True
p,2,1,0,1,-1,0.8571429,0.1818182,True,0.03594175,65560,True
a,11,0,0,1,1,0.8571429,0.9166667,True,0.03600559,65560,True
p,6,1,0,1,-1,0.8571429,0.5454546,True,0.03601786,65560,True
a,10,0,0,1,1,0.8571429,0.8333333,True,0.03608417,65560,True
p,86,1,0,1,-1,0.8571429,7.818182,True,0.03609563,65560,True
p,252,6,0,1,0,1,22.90909,True,0.03617666,65560,True
a,22,0,0,1,1,0.8571429,1.833333,True,0.03644595,65560,True
p,230,8,0,1,-1,0.8571429,20.90909,True,0.03646723,65560,True
p,199,4,0,1,0,1,18.09091,True,0.03684293,65560,True
a,18,0,0,1,1,0.8571429,1.5,True,0.0370893,65560,True
p,182,3,0,1,-1,0.8571429,16.54545,True,0.03710731,65560,True
strong,21,0,0,1,1,0.8571429,1.75,True,0.03727347,66072,True
strong,79,1,0,1,0,1,6.583333,True,0.03729557,66072,True
p,420,8,0,1,-1,0.8571429,38.18182,True,0.03737414,65560,True
p,534,15,0,1,0,1,48.54546,True,0.03772447,65560,True
p,748,17,0,1,0,1,68,True,0.0381681,65560,True
p,387,7,0,1,0,1,35.18182,True,0.0387869,65560,True
a,13,0,0,0,2,0.75,1,True,0.03942861,65560,False
p,21,0,0,0,-1,0.875,1.75,False,0.03944253,65560,False
a,23,0,0,0,1,0.875,1.769231,False,0.03952438,65560,False
p,286,5,0,0,-1,0.875,23.83333,False,0.03954648,65560,False
h6,22,0,0,0,-1,0.75,2,False,0.03993609,65552,False
a,16,0,0,0,1,0.875,1.333333,False,0.03999912,65552,False
a,18,0,0,0,2,0.7777778,1.285714,False,0.04024958,65552,False
a,10,0,0,0,0,1,0.7142857,False,0.04042556,65552,False
div,15,0,0,0,-2,0.75,1.25,False,0.04059008,65552,False
a,10,0,0,0,2,0.6666667,0.7142857,False,0.04071286,65552,False
a,20,0,0,0,0,1,1.428571,False,0.04080535,65552,False
span,10,3,0,0,-3,0.4545455,0.9090909,False,0.04122607,65552,False
span,10,3,0,0,0,1,0.9090909,False,0.04164187,65552,False
h4,14,0,0,0,-1,0.4444444,1.4,False,0.04294986,536936448,False
a,6,0,0,0,-2,0.5,0.75,False,0.04410478,65536,False
a,8,0,0,0,0,1,1,False,0.04418417,65536,False
a,7,0,0,0,0,1,0.875,False,0.04427176,65536,False
a,6,0,0,0,0,1,0.75,False,0.0443487,65536,False
a,8,0,0,0,0,1,1,False,0.04442809,65536,False
a,5,0,0,0,0,1,0.625,False,0.04450421,65536,False
a,5,0,0,0,0,1,0.625,False,0.04457788,65536,False
a,12,0,0,0,0,1,1.5,False,0.04465728,65536,False
a,14,0,0,0,0,1,1.75,False,0.04475141,65536,False
a,13,0,0,0,0,1,1.625,False,0.04484635,65536,False
a,15,0,0,0,0,1,1.875,False,0.04494212,65536,False
b,9,0,0,0,7,0.5,0.6,False,0.04578764,268763136,False
h6,11,0,0,0,-2,0.4545455,0.8461539,False,0.04611505,8716288,False
a,10,0,0,0,1,0.6,0.7142857,False,0.04630576,8716288,False
a,12,0,0,0,0,1,0.8571429,False,0.0463516,8716288,False
a,10,0,0,0,0,1,0.7142857,False,0.04639416,8716288,False
a,16,0,0,0,0,1,1.142857,False,0.04643672,8716288,False
a,12,0,0,0,0,1,0.8571429,False,0.04648502,8716288,False
a,13,0,0,0,0,1,0.9285714,False,0.04653331,8716288,False
a,15,0,0,0,0,1,1.071429,False,0.04658406,8716288,False
a,5,0,0,0,0,1,0.3571429,False,0.04662826,8716288,False
a,8,0,0,0,0,1,0.5714286,False,0.04666673,8716288,False
a,8,0,0,0,0,1,0.5714286,False,0.04670765,8716288,False
a,14,0,0,0,0,1,1,False,0.04675349,8716288,False
a,10,0,0,0,0,1,0.7142857,False,0.04680096,8716288,False
a,11,0,0,0,0,1,0.7857143,False,0.04685089,8716288,False
a,10,0,0,0,0,1,0.7142857,False,0.04690491,8716288,False
h6,9,0,0,0,-1,0.6,0.6923077,False,0.04705061,8716288,False
a,16,0,0,0,1,0.6,1.142857,False,0.04724296,8716288,False
a,5,0,0,0,0,1,0.3571429,False,0.04729289,8716288,False
a,5,0,0,0,0,1,0.3571429,False,0.04733954,8716288,False
a,11,0,0,0,0,1,0.7857143,False,0.04738538,8716288,False
a,15,0,0,0,0,1,1.071429,False,0.0474394,8716288,False
a,16,0,0,0,0,1,1.142857,False,0.04749588,8716288,False
a,22,1,0,0,0,1,1.571429,False,0.047563,8716288,False
a,33,0,0,0,0,1,2.357143,False,0.04764403,8716288,False
a,14,0,0,0,0,1,1,False,0.0477177,8716288,False
a,5,0,0,0,0,1,0.3571429,False,0.04776599,8716288,False
h6,9,0,0,0,-1,0.6,0.6923077,False,0.04790759,8716288,False
a,10,0,0,0,1,0.6,0.7142857,False,0.04809667,8716288,False
a,17,0,0,0,0,1,1.214286,False,0.04814987,8716288,False
a,37,0,0,0,0,1,2.642857,False,0.04820881,8716288,False
a,8,0,0,0,0,1,0.5714286,False,0.04827429,8716288,False
a,15,0,0,0,0,1,1.071429,False,0.04832094,8716288,False
a,15,0,0,0,0,1,1.071429,False,0.04837333,8716288,False
a,22,0,0,0,0,1,1.571429,False,0.04843472,8716288,False
a,21,0,0,0,0,1,1.5,False,0.04849774,8716288,False
h6,25,0,0,0,-1,0.6,1.923077,False,0.04865244,8716288,False
a,9,0,0,0,1,0.6,0.6428571,False,0.04887999,8716288,False
a,15,0,0,0,0,1,1.071429,False,0.04896102,8716288,False
li,12,2,0,0,-1,0.8888889,0.9230769,False,0.04901668,8716288,False
a,12,2,0,0,1,0.8888889,0.8571429,False,0.04906088,8716288,False
a,26,1,0,0,0,1,1.857143,False,0.04912964,8716288,False
a,26,1,0,0,0,1,1.857143,False,0.04919839,8716288,False
li,14,0,0,0,-1,0.8888889,1.076923,False,0.04925568,8716288,False
a,16,3,0,0,1,0.8888889,1.142857,False,0.04930234,8716288,False
a,30,4,0,0,0,1,2.142857,False,0.04936045,8716288,False
a,22,2,0,0,0,1,1.571429,False,0.04944067,8716288,False
a,27,2,0,0,0,1,1.928571,False,0.04952252,8716288,False
h6,27,1,0,0,-1,0.6,2.076923,False,0.04968213,8716288,False
a,11,0,0,0,1,0.6,0.7857143,False,0.04989904,8716288,False
li,12,2,0,0,-1,0.8888889,0.9230769,False,0.04999726,8716288,False
a,12,2,0,0,1,0.8888889,0.8571429,False,0.05004146,8716288,False
li,14,0,0,0,-1,0.8888889,1.076923,False,0.05009793,8716288,False
a,12,2,0,0,1,0.8888889,0.8571429,False,0.05014377,8716288,False
li,6,0,0,0,-1,0.8888889,0.4615385,False,0.05018961,8716288,False
a,35,1,0,0,1,0.8888889,2.5,False,0.05025018,8716288,False
a,21,0,0,0,0,1,1.5,False,0.05031566,8716288,False
h6,10,0,1,0,-1,0.6,0.7692308,False,0.050472,8716288,False
a,8,0,1,0,1,0.6,0.5714286,False,0.05061278,8716288,False
a,7,0,1,0,0,1,0.5,False,0.05070445,8716288,False
a,8,0,0,0,0,1,0.5714286,False,0.05083624,8716288,False
a,9,0,1,0,0,1,0.6428571,False,0.05095164,8716288,False
a,15,0,0,0,0,1,1.071429,False,0.05107606,8716288,False
a,8,0,0,0,-2,0.8888889,0.6666667,False,0.05155407,327680,False
a,7,0,0,0,0,1,0.5833333,False,0.05161546,327680,False
a,14,0,0,0,0,1,1.166667,False,0.05167357,327680,False
a,21,0,0,0,0,1,1.75,False,0.05174151,327680,False
a,16,0,0,0,0,1,1.333333,False,0.05184055,327680,False
div,28,0,0,0,-2,0.625,2.8,False,0.05192158,327680,False
a,16,0,0,0,2,0.625,1.333333,False,0.05208365,327680,False
a,18,0,0,0,0,1,1.5,False,0.05216141,327680,False
a,23,0,0,0,0,1,1.916667,False,0.05222853,327680,False
a,23,0,1,0,0,1,1.916667,False,0.05230219,327680,False
div,145,3,0,0,-2,0.625,14.5,False,0.05238486,327680,False
title,96,1,0,0,4,0,24,False,0.0006097925,1077936128,False
h1,83,1,0,0,6,0.2222222,8.3,False,0.011221,2162752,False
a,18,0,0,0,1,0.75,1.636364,False,0.01141499,2162752,False
a,10,0,0,0,1,0.875,0.8333333,False,0.01150912,2162752,False
span,3,0,0,0,0,0.875,0.25,False,0.01154595,2162752,False
span,7,0,0,0,-1,1,0.6363636,False,0.01155414,2162752,False
p,169,4,0,0,-2,0.625,18.77778,False,0.01180542,65608,True
a,7,0,0,0,1,0.8571429,0.7,True,0.01199859,65608,True
p,5,0,0,0,-1,0.8571429,0.5555556,True,0.01200759,65608,True
a,15,0,0,0,1,0.8571429,1.5,True,0.01206243,65608,True
p,167,5,0,0,-1,0.8571429,18.55556,True,0.01207798,65608,True
a,6,0,0,0,1,0.8571429,0.6,True,0.01225069,65608,True
p,124,3,0,0,-1,0.8571429,13.77778,True,0.01225888,65608,True
p,74,3,0,0,0,1,8.222222,True,0.01236692,65608,True
a,7,0,0,0,1,0.8571429,0.7,True,0.0124987,65608,True
p,4,0,0,0,-1,0.8571429,0.4444444,True,0.0125077,65608,True
a,15,0,0,0,1,0.8571429,1.5,True,0.01255845,65608,True
p,370,7,0,0,-1,0.8571429,41.11111,True,0.012574,65608,True
p,449,8,0,0,0,1,49.88889,True,0.01289813,65608,True
a,11,0,0,0,1,0.8571429,1.1,True,0.01335487,65608,True
p,66,0,0,0,-1,0.8571429,7.333333,True,0.01336714,65608,True
a,13,0,0,0,1,0.8571429,1.3,True,0.01355786,65608,True
p,56,2,0,0,-1,0.8571429,6.222222,True,0.01357177,65608,True
p,44,1,0,0,0,1,4.888889,True,0.0142274,65608,True
a,14,0,0,0,1,0.8571429,1.4,True,0.01431089,65608,True
p,21,0,0,0,-1,0.8571429,2.333333,True,0.01432562,65608,True
a,17,0,0,0,1,0.8571429,1.7,True,0.01439029,65608,True
p,1,1,0,0,-1,0.8571429,0.1111111,True,0.01441239,65608,True
p,56,0,0,0,0,1,6.222222,True,0.01441975,65608,True
a,7,0,0,0,1,0.8571429,0.7,True,0.01453598,65608,True
p,332,8,0,0,-1,0.8571429,36.88889,True,0.01454498,65608,True
p,281,5,0,0,0,1,31.22222,True,0.0148331,65608,True
p,46,0,0,0,0,1,5.111111,True,0.01507456,65608,True
a,8,0,0,0,1,0.8571429,0.8,True,0.0151556,65608,True
p,44,0,0,0,-1,0.8571429,4.888889,True,0.01516542,65608,True
a,9,0,0,0,1,0.8571429,0.9,True,0.01525054,65608,True
a,8,0,0,0,0,1,0.8,True,0.01530293,65608,True
p,84,1,0,0,-1,0.8571429,9.333333,True,0.01531275,65608,True
title,74,1,0,0,4,0,18.5,False,0.00030285,1077936128,False
span,24,0,0,0,6,0.25,2.4,False,0.05039178,33619968,False
a,9,0,0,0,0,0.5714286,0.9,False,0.05051538,65536,False
a,20,0,0,0,0,1,2,False,0.05059805,65536,False
a,5,0,0,0,0,1,0.5,False,0.05067744,65536,False
a,19,0,0,0,0,1,1.9,False,0.05081413,65536,False
a,25,0,0,0,0,1,2.5,False,0.05087389,65536,False
a,16,0,0,0,0,1,1.6,False,0.05096474,65536,False
a,16,0,0,0,0,1,1.6,False,0.05102858,65536,False
a,28,0,0,0,0,1,2.8,False,0.05109079,65536,False
a,18,0,0,0,-1,1,2,False,0.05125777,65536,False
a,5,0,0,0,0,1,0.5555556,False,0.05137318,65536,False
a,7,0,0,0,0,1,0.7777778,False,0.05150005,65536,False
a,7,0,0,0,0,1,0.7777778,False,0.05159991,65536,False
a,8,0,1,0,2,0.7142857,0.7272727,False,0.07628382,65536,False
a,7,0,0,0,0,1,0.6363636,False,0.07693617,65536,False
a,5,0,0,0,0,1,0.4545455,False,0.07758362,65536,False
a,8,0,0,0,0,1,0.7272727,False,0.07822779,65536,False
a,2,0,0,0,0,1,0.1818182,False,0.07888588,65536,False
a,4,0,1,0,0,1,0.3636364,False,0.07895545,65536,False
div,13,0,0,0,1,0.5714286,1.083333,False,0.07985254,65536,False
a,15,0,0,0,5,0.8,0.8823529,False,0.08204042,65536,False
div,42,1,0,0,-1,0.8,2.625,False,0.08208708,65536,False
h1,48,0,0,0,0,0.8,3,False,0.08215501,65536,False
p,10,0,0,0,2,0.6666667,0.5555556,False,0.08265594,65544,False
span,161,3,0,0,0,0.5714286,8.944445,False,0.08448532,65792,True
p,246,4,0,0,-4,0.5714286,17.57143,True,0.08465067,65544,True
p,242,5,0,0,0,1,17.28572,True,0.08485775,65544,True
a,14,1,0,0,1,0.8333333,0.9333333,True,0.08508202,65544,True
p,2,1,0,0,-1,0.8333333,0.1428571,True,0.08509675,65544,True
p,345,9,0,0,0,1,24.64286,True,0.08510412,65544,True
a,13,1,0,0,1,0.8333333,0.8666667,True,0.08541188,65544,True
p,2,1,0,0,-1,0.8333333,0.1428571,True,0.08542579,65544,True
p,153,4,0,0,0,1,10.92857,True,0.08543316,65544,True
p,111,2,0,0,0,1,7.928571,True,0.08556412,65544,True
p,84,0,0,0,2,1,5.25,True,0.08574256,65544,True
span,14,0,0,0,-1,0.6666667,0.9333333,True,0.08590872,65536,False
a,37,1,0,0,1,0.8333333,2.3125,False,0.08600612,65536,False
span,5,0,0,0,-9,0.8333333,0.7142857,False,0.08648086,65536,False
li,24,3,0,0,1,0.5714286,3,False,0.08657008,65536,False
li,34,4,0,0,0,1,4.25,False,0.08668631,65536,False
li,16,1,0,0,0,1,2,False,0.08678126,65536,False
li,19,2,0,0,0,1,2.375,False,0.08686638,65536,False
li,23,3,0,0,0,1,2.875,False,0.08696051,65536,False
li,35,4,0,0,0,1,4.375,False,0.08707756,65536,False
li,30,4,0,0,0,1,3.75,False,0.08719624,65536,False
li,11,1,0,0,0,1,1.375,False,0.08727973,65536,False
li,25,3,0,0,0,1,3.125,False,0.08737058,65536,False
li,21,2,0,0,0,1,2.625,False,0.08746635,65536,False
li,26,3,0,0,0,1,3.25,False,0.08756702,65536,False
li,40,5,0,0,0,1,5,False,0.08769471,65536,False
li,25,3,0,0,0,1,3.125,False,0.08780931,65536,False
li,26,3,0,0,0,1,3.25,False,0.08791326,65536,False
a,4,0,0,0,5,0.75,0.3076923,False,0.08822347,327680,False
a,11,0,0,0,0,1,0.8461539,False,0.08827668,327680,False
a,17,0,0,0,0,1,1.307692,False,0.08832497,327680,False
a,22,0,0,0,0,1,1.692308,False,0.08839127,327680,False
a,7,0,0,0,0,1,0.5384616,False,0.08845348,327680,False
a,12,0,0,0,0,1,0.9230769,False,0.08850341,327680,False
a,7,0,1,0,0,1,0.5384616,False,0.08857871,327680,False
span,48,1,0,0,0,0.5,3.692308,False,0.09201319,327688,False
a,24,0,0,0,0,0.75,1.846154,False,0.09210732,327688,False
span,25,1,0,0,0,0.75,1.923077,False,0.09213515,327688,False
span,2,0,0,0,1,0.875,0.1428571,False,0.09223583,327688,False
span,4,0,0,0,0,1,0.2857143,False,0.09224401,327688,False
span,29,2,0,0,0,1,2.071429,False,0.09226529,327688,False
title,75,0,0,0,4,0,18.75,False,0.0001350547,1077936128,False
span,4,0,0,0,3,0.2222222,0.5714286,False,0.08669695,2162688,False
a,4,0,1,0,1,0.6666667,0.5,False,0.08776347,2162688,False
a,7,0,1,0,0,1,0.875,False,0.08780276,2162688,False
a,6,0,1,0,0,1,0.75,False,0.08784369,2162688,False
a,7,0,0,0,0,1,0.875,False,0.08788542,2162688,False
a,8,0,0,0,0,1,1,False,0.08792799,2162688,False
a,4,0,0,0,0,1,0.5,False,0.08802376,2162688,False
a,8,0,0,0,-1,0.6666667,1.142857,False,0.08812853,131072,False
a,4,0,1,0,0,1,0.5714286,False,0.08817519,131072,False
a,7,0,0,0,0,1,1,False,0.08821365,131072,False
a,26,0,0,0,0,1,3.714286,False,0.08825703,131072,False
a,13,0,0,0,0,1,1.857143,False,0.0883176,131072,False
a,13,0,0,0,0,1,1.857143,False,0.08836835,131072,False
a,13,0,1,0,0,1,1.857143,False,0.088415,131072,False
a,8,0,0,0,0,1,1.142857,False,0.08846166,131072,False
a,8,0,0,0,0,1,1.142857,False,0.08850095,131072,False
a,8,0,0,0,0,1,1.142857,False,0.08854351,131072,False
a,6,0,0,0,0,1,0.8571429,False,0.08858444,131072,False
a,7,0,0,0,0,1,1,False,0.08862454,131072,False
a,10,0,0,0,0,1,1.428571,False,0.08866793,131072,False
a,7,0,1,0,0,1,1,False,0.08872195,131072,False
a,6,0,0,0,0,1,0.8571429,False,0.08876205,131072,False
a,9,0,0,0,0,1,1.285714,False,0.08880217,131072,False
a,7,0,0,0,0,1,1,False,0.08884472,131072,False
a,18,0,0,0,0,1,2.571429,False,0.08888974,131072,False
a,8,0,0,0,0,1,1.142857,False,0.08893885,131072,False
a,17,0,0,0,0,1,2.428571,False,0.08898878,131072,False
a,8,0,0,0,0,1,1.142857,False,0.08903871,131072,False
a,6,0,1,0,0,1,0.8571429,False,0.08909028,131072,False
a,24,0,0,0,0,1,3.428571,False,0.08913694,131072,False
a,9,0,0,0,0,1,1.285714,False,0.08919341,131072,False
a,14,0,0,0,0,1,2,False,0.08924171,131072,False
a,8,0,0,0,0,1,1.142857,False,0.08928918,131072,False
a,13,0,0,0,0,1,1.857143,False,0.08933584,131072,False
a,7,0,0,0,0,1,1,False,0.08939313,131072,False
a,12,0,0,0,0,1,1.714286,False,0.08943733,131072,False
a,13,0,0,0,0,1,1.857143,False,0.08948071,131072,False
a,6,0,0,0,0,1,0.8571429,False,0.08952573,131072,False
a,8,0,0,0,0,1,1.142857,False,0.08958548,131072,False
a,8,0,0,0,0,1,1.142857,False,0.08963459,131072,False
a,7,0,0,0,0,1,1,False,0.08968288,131072,False
a,8,0,0,0,5,0.6,0.6666667,False,0.09026812,65600,False
a,7,0,0,0,0,1,0.5833333,False,0.09033605,65600,False
a,6,0,0,0,0,1,0.5,False,0.09040236,65600,False
a,7,0,0,0,0,1,0.5833333,False,0.09047848,65600,False
a,7,0,0,0,0,1,0.5833333,False,0.09053823,65600,False
a,8,0,0,0,1,1,0.6153846,False,0.09071176,65600,False
a,5,0,0,0,0,1,0.3846154,False,0.09078051,65600,False
a,10,0,0,0,0,1,0.7692308,False,0.09084927,65600,False
a,4,0,0,0,0,1,0.3076923,False,0.09097286,65600,False
span,4,0,0,0,0,0.7272727,0.3076923,False,0.09131582,65600,False
span,13,0,1,0,0,1,1,False,0.09155401,65600,False
span,5,0,0,0,0,1,0.3846154,False,0.09181102,65600,False
h1,62,0,0,0,-4,0.5454546,6.888889,False,0.09189615,65600,False
time,30,1,0,0,2,0.75,2.727273,False,0.09214006,65600,False
span,4,0,0,0,0,0.75,0.3636364,False,0.09223747,65600,False
em,19,0,0,0,2,0.7777778,1.461538,False,0.09230295,65604,False
span,11,0,0,0,-2,0.7777778,1,False,0.09232587,65600,False
span,5,0,0,0,4,1,0.3333333,False,0.09299622,65600,False
span,146,4,0,0,-4,0.875,13.27273,False,0.09321067,65608,True
p,205,3,0,0,-1,0.875,20.5,True,0.09334164,65608,True
p,218,5,0,0,0,1,21.8,True,0.09351517,65608,True
a,4,0,0,0,1,0.875,0.3636364,True,0.09379755,65608,True
p,21,1,0,0,-1,0.875,2.1,True,0.0938041,65608,True
p,272,2,0,0,0,1,27.2,True,0.09431239,65608,True
p,251,4,0,0,0,1,25.1,True,0.094923,65608,True
p,152,3,0,0,0,1,15.2,True,0.09513418,65608,True
a,4,0,0,0,1,0.875,0.3636364,True,0.09537237,65608,True
p,72,2,0,0,-1,0.875,7.2,True,0.09537892,65608,True
p,181,2,0,0,0,1,18.1,True,0.09544358,65608,True
p,323,8,0,0,0,1,32.3,True,0.09559746,65608,True
p,318,6,0,0,0,1,31.8,True,0.09586757,65608,True
p,33,0,0,0,0,1,3.3,True,0.09613359,65608,True
span,5,0,0,0,1,0.875,0.4545455,True,0.09619498,65608,True
p,34,1,0,0,-1,0.875,3.4,True,0.09620479,65608,True
span,6,0,0,0,1,0.875,0.5454546,True,0.09627274,65608,True
p,142,2,0,0,-1,0.875,14.2,True,0.09628338,65608,True
span,6,0,0,0,1,0.875,0.5454546,True,0.09643398,65608,True
p,82,2,0,0,-1,0.875,8.2,True,0.09644462,65608,True
div,4,0,0,0,1,0.8571429,0.3636364,True,0.0967,65600,False
a,4,0,0,0,1,0.8571429,0.3333333,False,0.09673928,65600,False
div,2,1,0,0,-1,0.8571429,0.1818182,False,0.09674583,65600,False
a,3,0,0,0,1,0.8571429,0.25,False,0.09676384,65600,False
div,2,1,0,0,-1,0.8571429,0.1818182,False,0.09676957,65600,False
a,6,0,0,0,1,0.8571429,0.5,False,0.09679004,65600,False
div,78,3,0,0,-2,0.8571429,7.8,False,0.09741129,65600,True
h4,16,0,0,0,1,0.8571429,1.454545,True,0.09881176,536936512,False
h3,67,3,0,0,1,0.6666667,5.583333,False,0.09917273,65600,False
h3,64,2,0,0,0,1,5.333333,False,0.09955579,65600,False
h3,37,2,0,0,-2,0.6666667,3.7,False,0.1006583,65536,False
p,39,1,0,0,0,0.75,3.9,False,0.100696,65544,False
p,53,2,0,0,0,1,5.3,False,0.1007312,65544,False
p,66,1,0,0,0,1,6.6,False,0.1010218,65544,False
p,11,0,0,0,0,1,1.1,False,0.1010807,65544,False
a,18,0,0,0,1,0.875,1.636364,False,0.1011306,65544,False
h4,12,0,0,0,-1,0.5555556,1.2,False,0.1016438,536936448,False
span,1,0,1,0,2,0.625,0.08333334,False,0.1018501,65536,False
p,8,0,0,0,-2,0.625,0.8,False,0.1019581,65544,False
a,108,1,0,0,1,0.625,9.818182,False,0.1021292,65536,False
span,1,0,1,0,1,0.75,0.08333334,False,0.1023969,65536,False
p,11,0,0,0,-2,0.625,1.1,False,0.1025033,65544,False
a,85,0,0,0,1,0.625,7.727273,False,0.1026563,65536,False
span,1,0,1,0,1,0.75,0.08333334,False,0.1029068,65536,False
p,8,0,0,0,-2,0.625,0.8,False,0.1030189,65544,False
a,87,0,0,0,1,0.625,7.909091,False,0.1031712,65536,False
span,1,0,1,0,1,0.75,0.08333334,False,0.1034151,65536,False
p,17,0,0,0,-2,0.625,1.7,False,0.1035223,65544,False
a,77,0,0,0,1,0.625,7,False,0.1036737,65536,False
span,1,0,1,0,1,0.75,0.08333334,False,0.1039037,65536,False
p,9,0,0,0,-2,0.625,0.9,False,0.1040192,65544,False
a,69,1,0,0,1,0.625,6.272727,False,0.1041583,65536,False
a,4,0,1,0,-2,0.5,0.4444444,False,0.1048827,327680,False
a,7,0,1,0,0,1,0.7777778,False,0.1049048,327680,False
a,6,0,1,0,0,1,0.6666667,False,0.1049285,327680,False
a,7,0,0,0,0,1,0.7777778,False,0.1049531,327680,False
a,8,0,0,0,0,1,0.8888889,False,0.1049776,327680,False
a,4,0,0,0,0,1,0.4444444,False,0.1050038,327680,False
a,8,0,0,0,0,1,0.8888889,False,0.1050267,327680,False
a,8,0,0,0,0,1,0.8888889,False,0.1050693,327680,False
